Область,Індекс та номер дороги,Код КОАТУУ області,Довжина (протяжність) дороги (км),Найменування дороги,Найменша ширина земляного полотна (м),"Територіальний статус (обласна, районна)"
Харківська,О211741,6300000000,19.6,Красноград - Берестовенька,6.0,обласна
Харківська,О211819,6300000000,41.7,Валки - Пархомівка,6.0,обласна
Харківська,О211942,6300000000,18.8,Куп'янськ - Кругляківка,6.0,обласна
Харківська,О212043,6300000000,12.1,Сахновщина - Краснопавлівка,6.0,обласна
Харківська,О212112,6300000000,14.0,Богодухів - Валки - Нова Водолага ,6.0,обласна
Харківська,О212139,6300000000,31.4,Нова Водолага - Медведівка  - Соснівка - Наталине ,6.0,обласна
Харківська,О212144,6300000000,17.0,Нова Водолага - Ордівка - Бірки,6.0,обласна
Харківська,О212145,6300000000,16.6,Нова Водолага - Вільхуватка - Рокитне - Мокра Рокитна ,6.0,обласна
Харківська,О212146,6300000000,13.2,Нова Водолага - Новоселівка - Княжне,6.0,обласна
Харківська,О212247,6300000000,11.7,Первомайський - Миронівка,6.0,обласна
Харківська,О212348,6300000000,3.8,/М-03/ - станція Гракове - Базаліївка - плотина,6.0,обласна
Харківська,О212349,6300000000,21.4,Печеніги - Мартове - Борщова,6.0,обласна
Харківська,О212432,6300000000,38.2,Сахновщина - Великі Бучки - /М-18/,6.0,обласна
Харківська,О212443,6300000000,23.1,Сахновщина - Краснопавлівка,6.0,обласна
Харківська,О212450,6300000000,26.9,Сахновщина - Новомихайлівка - Олійники,6.0,обласна
Харківська,О212451,6300000000,22.7,Сахновщина - Дубові Гряди ,6.0,обласна
Харківська,О212452,6300000000,12.3,Сахновщина - Новоолександрівка - Надеждине,6.0,обласна
Харківська,О212553,6300000000,34.9,Харків - Липці - Борисівка,6.0,обласна
Харківська,О212634,6300000000,12.9,/Н-26/ - Стара Гнилиця - Лиман - Нижній Бишкин,6.0,обласна
Харківська,О212648,6300000000,22.8,/М-03/ - станція Гракове - Базаліївка - плотина,6.0,обласна
Харківська,О212654,6300000000,9.2,Чугуїв - Есхар,6.0,обласна
Харківська,О212755,6300000000,28.9,Шевченкове - Аркадівка - Нижній Бурлук,6.0,обласна
Харківська,О212756,6300000000,22.8,Шевченкове - Мостове - Великі Хутори,6.0,обласна
Харківська,О212757,6300000000,24.8,Шевченкове - Безм'ятежне,6.0,обласна
Харківська,С210101,6300000000,21.4,Шевелівка - Лозовенька,6.0,районна
Харківська,С210102,6300000000,15.7,Байрак - Нова Гусарівка - Залиман,6.0,районна
Харківська,С210103,6300000000,36.5,Андріївка - Курган - Мілова,6.0,районна
Харківська,С210104,6300000000,10.0,Донець - Шебелинка,6.0,районна
Харківська,С210105,6300000000,14.8,Шебелинка - Андріївка - Явірське,6.0,районна
Харківська,С210106,6300000000,9.4,Петрівське - Іванівка,6.0,районна
Харківська,С210107,6300000000,2.9,Під'їзд до селища Веселе,6.0,районна
Харківська,С210108,6300000000,3.1,Під'їзд до села Протопопівка,6.0,районна
Харківська,С210109,6300000000,5.1,Під'їзд до селища Новоселівка,6.0,районна
Харківська,С210110,6300000000,7.8,Крючки - Новоселівка,6.0,районна
Харківська,С210111,6300000000,11.0,Слабунівка - Теплянка - Крючки ,6.0,районна
Харківська,С210112,6300000000,9.1,Нурове - Новоселівка,6.0,районна
Харківська,С210113,6300000000,7.4,Залиман - Норцівка,6.0,районна
Харківська,С210114,6300000000,4.4,Під'їзд до села Довгалівка,6.0,районна
Харківська,С210115,6300000000,2.5,Під'їзд до села Мирна Долина ,6.0,районна
Харківська,С210116,6300000000,1.8,Під'їзд до села Нова Серпухівка,6.0,районна
Харківська,С210117,6300000000,9.3,Асіївка - Слобожанське ,6.0,районна
Харківська,С210118,6300000000,2.3,Під'їзд до села Успенське ,6.0,районна
Харківська,С210119,6300000000,2.7,Під'їзд до села Соколівка,6.0,районна
Харківська,С210120,6300000000,4.5,Під'їзд до села Попівка,6.0,районна
Харківська,С210121,6300000000,2.7,Під'їзд до села Щурівка,6.0,районна
Харківська,С210122,6300000000,3.3,Під'їзд до села Дальня Шебелинка,6.0,районна
Харківська,С210123,6300000000,2.8,Під'їзд до села Червона Гірка,6.0,районна
Харківська,С210124,6300000000,2.9,Під'їзд до села Червоний Шлях ,6.0,районна
Харківська,С210125,6300000000,5.9,Під'їзд до села Новомиколаївка,6.0,районна
Харківська,С210126,6300000000,1.2,Під'їзд до села Глазунівка,6.0,районна
Харківська,С210127,6300000000,6.4,Під'їзд до села Мілова,6.0,районна
Харківська,С210128,6300000000,1.0,Під'їзд до села Криничне,6.0,районна
Харківська,С210129,6300000000,3.5,Під'їзд до села Вільхуватка,6.0,районна
Харківська,С210130,6300000000,0.8,Під'їзд до смт Савинці,6.0,районна
Харківська,С210131,6300000000,1.3,Під'їзд до села Вербівка,6.0,районна
Харківська,С210132,6300000000,4.7,Під'їзд до села Крейдянка,6.0,районна
Харківська,С210133,6300000000,1.1,Під'їзд до села Байрак,6.0,районна
Харківська,С210134,6300000000,3.8,Під'зд до села Первомайське,6.0,районна
Харківська,С210135,6300000000,4.4,Під'їзд до селища П'ятигірське,6.0,районна
Харківська,С210136,6300000000,2.8,Під'їзд до села Волвенкове,6.0,районна
Харківська,С210137,6300000000,4.0,Під'їзд до села Піски ,6.0,районна
